"ID","ID_PK","Goal","Learn","Long_Goal"
"11254","6155","a mechanical engineer","solid works, computer aided design (CAD) softwares, and blueprint readings","earning a college degree in mecanical engineering"
"11316","6202","a secretary","how to make and keep an schedule for a person","a college degree in Business"
"11330","6213","MMI school student","Motorcycle mechanics and repair","Becoming a motorcycle mechanic for kawasaki or honda"
"9097","4837","an apprentice to a Fine Artist","what I need in order to become my own artist","getting a bachelors degree in fine arts"
"9098","4839","a kindergarten teacher","how to help and teach children the basics of development","earning a college degree in teaching"
"3981","1927","go through classes to become an machanic ","to be a good machnic ","getting a college dgree  for being an machanic
"
"9184","4890","being a assitant nurse","my futher goals","earning a college degress in nursing"
"10671","5808","cashier","How to use a cash  register","Earning an engineering degree"
"10673","5809","a mechanic's apprentice","procedures and processes","becoming an Automotive Technician"
"11475","6292","a receptionist at a Hair Salon ","how to operate business in cosmetology, and learn more about cutting and styling hair, as well as what to expect from customers","becoming a hair stylist and running my own hair salon"
"11476","6293","Any position of retail or food services","Money management, time management, and how to be fast and proficients in what I aim to do","Going to college and then to law school"
"11462","6294"," a prep cook","basic sanitation procedures and food preparation","being a chef  "
"11479","6295","a Pharmacy Technician","office procedures","earning a college degree in chemistry"
"11480","6296","an independent tailor and seamstress"," of the needs within my community for custom sewing","building a small business in personal and home services as i transition into retirement"
"11481","6297","My immediate goal is to work as a daycare worker. ","This position will help me learn skills of child care","earning a college degree in early childhood education"
"11485","6298","Contractor in the Viz Lab","to work with more advanced software and gain more experience in the work environment","working as a video editor and animator for Pixar"
