"ID","ID_PK","Goal","Learn","Long_Goal"
"11060","6074","WARRIOR ","I will learn to be assertive, active and energized. I want to become clear-minded, strategic, and alert. I want to use both body and mind in harmony and cooperation. I will become disciplined. I will use both my own skills and resources and those of my opponent. ","of becoming the greatest warrior of all time "
"11061","6075","assist the Scoregasms and other hero's on quests","good work ethic, responsibility, and how to beat ass","gaining entrance to a service academy, such as the Naval Academy"
"11062","6076","Waitress","social skills","photography"
"11037","6077"," a company employee and work myself up to a manager postion","to be more condiserate, and willing to help anybody with assitants","become manager. Also, I want to have a college degree in baking and pastry"
"11046","6078","a waitor","better social skills, time management, and responsibility","earning my college degree in physical therapy"
"11063","6079","a member of the Village Pizza team","basic work skills such as customer service","becoming a pharmacist, in which I can practice my communication skills learned from working at your restaurant"
"11063","6080","a member of the Village Pizza team","basic work skills such as customer service","becoming a pharmacist, in which I can practice my communication skills learned from working at your restaurant"
"11063","6082","a member of the Village Pizza team","basic work skills such as customer service","becoming a pharmacist, in which I can practice my communication skills learned from working at your restaurant"
"11063","6083","a member of the Village Pizza team","basic work skills such as customer service","becoming a pharmacist, in which I can practice my communication skills learned from working at your restaurant"
"11063","6084","a member of the Village Pizza team","basic work skills such as customer service","becoming a pharmacist, in which I can practice my communication skills learned from working at your restaurant"
"11063","6085","a member of the Village Pizza team","basic work skills such as customer service","becoming a pharmacist, in which I can practice my communication skills learned from working at your restaurant"
"11069","6086","a waitress","how to interact with people better. ","going to police academy and being a cop"
"11019","6087","a waitress","better social skills and coordination","becoming a psychologist"
"11064","6088","A trained, well known warrior","How to become better at that position  ","as I pursue my dream of becoming Head Warrior one day "
